trade_id,trade_date,settlement_date,counterparty,asset,trade_type,currency,expected_amounts,settled_amount,status,break_amount,abs_break_amount,risk_level,break_direction
TRD046481,2025-10-10,2025-10-12,CITI BANK,MSFT,BUY,JPY,2213124.25,2681404.02,SETTLED,-468279.77,468279.77,medium,over payment
TRD046489,2025-02-23,2025-02-26,DEUTSCHE BANK,NIFTY50,BUY,INR,1535131.97,1878537.82,FAILED,-343405.8500000001,343405.8500000001,medium,over payment
TRD046493,2025-08-24,2025-08-26,CITI BANK,TCS,BUY,EUR,3633956.61,4681227.72,PENDING,-1047271.1099999999,1047271.1099999999,high,over payment
TRD046498,2025-11-12,2025-11-13,BARCLAYS,RELIANCE,BUY,EUR,3563756.83,4427560.55,SETTLED,-863803.7199999997,863803.7199999997,medium,over payment
TRD046518,2025-12-30,2026-01-03,DEUTSCHE BANK,TSLA,SELL,INR,4989019.31,5530295.68,PENDING,-541276.3700000001,541276.3700000001,medium,over payment
TRD046521,2025-12-23,2025-12-24,DEUTSCHE BANK,MSFT,BUY,JPY,3740142.37,2400666.3,SETTLED,1339476.0700000003,1339476.0700000003,high,underpayment
TRD046527,2025-12-14,2025-12-18,HSBC,INFY,BUY,GBP,59768.07,43302.91,SETTLED,16465.159999999996,16465.159999999996,low,underpayment
TRD046530,2025-02-01,2025-02-02,HSBC,SENSEX,SELL,INR,1495410.45,1706803.9,PENDING,-211393.44999999995,211393.44999999995,medium,over payment
TRD046535,2025-02-10,2025-02-13,HSBC,MSFT,BUY,GBP,932001.83,945036.88,SETTLED,-13035.050000000047,13035.050000000047,low,over payment
TRD046543,2025-02-02,2025-02-05,DEUTSCHE BANK,RELIANCE,BUY,EUR,2261213.66,2510445.43,SETTLED,-249231.77000000002,249231.77000000002,medium,over payment
TRD046555,2025-05-25,2025-05-28,MORGAN STANLEY,NIFTY50,SELL,EUR,1327925.52,1221258.75,SETTLED,106666.77000000002,106666.77000000002,medium,underpayment
TRD046563,2025-07-16,2025-07-19,CITI BANK,TCS,BUY,USD,141214.26,176034.47,SETTLED,-34820.20999999999,34820.20999999999,low,over payment
TRD046570,2025-08-26,2025-08-31,JP MORGAN,TSLA,BUY,GBP,424022.09,342056.22,SETTLED,81965.87000000005,81965.87000000005,low,underpayment
TRD046571,2025-03-01,2025-03-04,MORGAN STANLEY,AAPL,BUY,JPY,3549275.32,2908211.92,SETTLED,641063.3999999999,641063.3999999999,medium,underpayment
TRD046572,2025-08-25,2025-08-27,UBS,AAPL,BUY,EUR,912649.89,688383.08,PENDING,224266.81000000006,224266.81000000006,medium,underpayment
TRD046574,2025-05-06,2025-05-11,JP MORGAN,MSFT,SELL,USD,1886905.25,1214670.07,PENDING,672235.1799999999,672235.1799999999,medium,underpayment
TRD046576,2025-04-30,2025-05-02,JP MORGAN,AAPL,BUY,JPY,2347392.59,1760073.14,MISMATCHED,587319.45,587319.45,medium,underpayment
TRD046582,2025-11-06,2025-11-07,DEUTSCHE BANK,RELIANCE,SELL,EUR,3935904.55,5046580.87,FAILED,-1110676.3200000003,1110676.3200000003,high,over payment
TRD046583,2025-04-23,2025-04-25,CITI BANK,GOOGL,SELL,INR,4675671.03,4480238.78,SETTLED,195432.25,195432.25,medium,underpayment
TRD046601,2025-03-01,2025-03-03,DEUTSCHE BANK,TCS,BUY,EUR,4364977.65,2331972.07,FAILED,2033005.5800000005,2033005.5800000005,high,underpayment
TRD046610,2025-03-09,2025-03-14,BARCLAYS,INFY,SELL,INR,3953095.89,5007775.87,PENDING,-1054679.98,1054679.98,high,over payment
TRD046614,2025-01-25,2025-01-27,GOLDMAN SACHS,INFY,SELL,INR,3522077.11,2512763.19,FAILED,1009313.9199999999,1009313.9199999999,high,underpayment
TRD046619,2025-12-25,2025-12-26,CITI BANK,NIFTY50,BUY,JPY,49362.13,46634.94,FAILED,2727.189999999995,2727.189999999995,low,underpayment
TRD046620,2025-04-27,2025-04-29,GOLDMAN SACHS,MSFT,SELL,EUR,848623.2,528623.08,SETTLED,320000.12,320000.12,medium,underpayment
TRD046625,2025-07-24,2025-07-28,GOLDMAN SACHS,NIFTY50,SELL,INR,4089780.9,2814813.48,SETTLED,1274967.42,1274967.42,high,underpayment
TRD046640,2025-08-06,2025-08-08,DEUTSCHE BANK,INFY,SELL,INR,1498978.34,922661.22,SETTLED,576317.1200000001,576317.1200000001,medium,underpayment
TRD046647,2025-07-08,2025-07-11,BARCLAYS,NIFTY50,BUY,USD,1122578.14,1569612.85,SETTLED,-447034.7100000002,447034.7100000002,medium,over payment
TRD046668,2025-01-11,2025-01-16,BARCLAYS,AAPL,SELL,JPY,146699.75,216130.61,SETTLED,-69430.85999999999,69430.85999999999,low,over payment
TRD046673,2025-12-14,2025-12-18,HSBC,INFY,BUY,EUR,91681.03,85919.36,SETTLED,5761.669999999998,5761.669999999998,low,underpayment
TRD046685,2025-10-02,2025-10-03,GOLDMAN SACHS,MSFT,SELL,USD,886576.18,1161493.07,FAILED,-274916.89,274916.89,medium,over payment
TRD046689,2025-07-17,2025-07-19,CITI BANK,AAPL,SELL,USD,2057018.36,1198814.19,SETTLED,858204.1700000002,858204.1700000002,medium,underpayment
TRD046698,2025-11-18,2025-11-21,CITI BANK,NIFTY50,SELL,INR,4145934.15,4779103.02,FAILED,-633168.8699999996,633168.8699999996,medium,over payment
TRD046700,2025-01-03,2025-01-04,UBS,SENSEX,BUY,JPY,1199079.34,878106.94,SETTLED,320972.40000000014,320972.40000000014,medium,underpayment
TRD046710,2025-09-26,2025-09-29,UBS,MSFT,SELL,USD,732389.23,468812.46,SETTLED,263576.76999999996,263576.76999999996,medium,underpayment
TRD046711,2025-09-02,2025-09-04,GOLDMAN SACHS,RELIANCE,BUY,GBP,4363012.73,3589840.5,SETTLED,773172.2300000004,773172.2300000004,medium,underpayment
TRD046714,2025-09-22,2025-09-23,DEUTSCHE BANK,SENSEX,SELL,EUR,4436770.0,5497135.28,SETTLED,-1060365.2800000003,1060365.2800000003,high,over payment
TRD046736,2025-09-06,2025-09-09,CITI BANK,SENSEX,BUY,JPY,1701949.74,874943.97,SETTLED,827005.77,827005.77,medium,underpayment
TRD046737,2025-09-12,2025-09-14,JP MORGAN,SENSEX,BUY,JPY,650118.23,346988.49,SETTLED,303129.74,303129.74,medium,underpayment
TRD046738,2025-02-21,2025-02-26,HSBC,SENSEX,SELL,EUR,1124601.88,1304099.73,SETTLED,-179497.8500000001,179497.8500000001,medium,over payment
TRD046743,2025-01-10,2025-01-12,UBS,SENSEX,SELL,JPY,1663916.24,2361540.98,SETTLED,-697624.74,697624.74,medium,over payment
TRD046746,2025-12-19,2025-12-23,CITI BANK,MSFT,SELL,JPY,430996.7,451740.71,SETTLED,-20744.01000000001,20744.01000000001,low,over payment
TRD046755,2025-03-14,2025-03-16,GOLDMAN SACHS,TSLA,BUY,INR,3936475.6,2789281.9,MISMATCHED,1147193.7000000002,1147193.7000000002,high,underpayment
TRD046761,2025-11-15,2025-11-18,DEUTSCHE BANK,TCS,BUY,EUR,4211588.55,4947677.6,SETTLED,-736089.0499999998,736089.0499999998,medium,over payment
TRD046769,2025-03-23,2025-03-28,UBS,AAPL,BUY,INR,757693.59,957963.0,SETTLED,-200269.41000000003,200269.41000000003,medium,over payment
TRD046774,2025-09-25,2025-09-30,JP MORGAN,AAPL,SELL,GBP,1253678.69,1638834.71,SETTLED,-385156.02,385156.02,medium,over payment
TRD046779,2025-06-05,2025-06-10,DEUTSCHE BANK,TSLA,BUY,JPY,4541274.23,3516085.55,PENDING,1025188.6800000006,1025188.6800000006,high,underpayment
TRD046780,2025-08-11,2025-08-12,JP MORGAN,INFY,SELL,JPY,3763768.02,3767865.37,SETTLED,-4097.350000000093,4097.350000000093,low,over payment
TRD046791,2025-09-08,2025-09-11,UBS,INFY,BUY,INR,1788563.11,1403204.21,PENDING,385358.90000000014,385358.90000000014,medium,underpayment
TRD046808,2025-10-11,2025-10-16,GOLDMAN SACHS,AMZN,SELL,EUR,2683288.72,2361963.51,SETTLED,321325.2100000004,321325.2100000004,medium,underpayment
TRD046809,2025-12-26,2025-12-30,UBS,AMZN,SELL,GBP,2674208.36,3164376.48,SETTLED,-490168.1200000001,490168.1200000001,medium,over payment
TRD046815,2025-04-21,2025-04-25,JP MORGAN,AMZN,SELL,GBP,2709972.5,1821711.05,SETTLED,888261.45,888261.45,medium,underpayment
TRD046817,2025-12-22,2025-12-25,HSBC,TCS,SELL,INR,2758825.99,3075393.45,SETTLED,-316567.45999999996,316567.45999999996,medium,over payment
TRD046822,2025-05-27,2025-05-30,DEUTSCHE BANK,TCS,BUY,GBP,2454522.67,1324353.95,SETTLED,1130168.72,1130168.72,high,underpayment
TRD046825,2025-07-23,2025-07-28,MORGAN STANLEY,INFY,SELL,GBP,3809991.02,3141174.31,SETTLED,668816.71,668816.71,medium,underpayment
TRD046828,2025-06-07,2025-06-09,DEUTSCHE BANK,INFY,SELL,USD,4465283.67,4717081.06,SETTLED,-251797.38999999966,251797.38999999966,medium,over payment
TRD046830,2025-08-12,2025-08-13,BARCLAYS,RELIANCE,SELL,INR,1842882.14,2292113.9,SETTLED,-449231.76,449231.76,medium,over payment
TRD046835,2025-01-01,2025-01-03,UBS,TSLA,BUY,INR,1784777.27,2276465.59,MISMATCHED,-491688.31999999983,491688.31999999983,medium,over payment
TRD046839,2025-09-27,2025-10-01,BARCLAYS,TSLA,BUY,USD,1831697.78,1122351.76,SETTLED,709346.02,709346.02,medium,underpayment
TRD046843,2025-07-21,2025-07-24,HSBC,TCS,SELL,JPY,2704398.58,1735530.26,SETTLED,968868.3200000001,968868.3200000001,medium,underpayment
TRD046862,2025-01-30,2025-02-01,MORGAN STANLEY,AAPL,SELL,INR,374045.07,236335.47,SETTLED,137709.6,137709.6,medium,underpayment
TRD046870,2025-11-30,2025-12-01,BARCLAYS,AMZN,BUY,INR,807859.5,462768.76,SETTLED,345090.74,345090.74,medium,underpayment
TRD046871,2025-05-23,2025-05-27,MORGAN STANLEY,GOOGL,SELL,INR,1477960.63,1383044.18,FAILED,94916.44999999995,94916.44999999995,low,underpayment
TRD046873,2025-10-17,2025-10-22,HSBC,SENSEX,SELL,EUR,4877074.13,4349879.95,SETTLED,527194.1799999997,527194.1799999997,medium,underpayment
TRD046880,2025-07-22,2025-07-27,DEUTSCHE BANK,SENSEX,SELL,INR,1985413.3,1030916.49,SETTLED,954496.81,954496.81,medium,underpayment
TRD046891,2025-01-28,2025-01-29,MORGAN STANLEY,NIFTY50,SELL,JPY,81856.21,59893.75,PENDING,21962.460000000006,21962.460000000006,low,underpayment
TRD046898,2025-05-19,2025-05-23,DEUTSCHE BANK,TCS,SELL,EUR,3103031.9,1982218.58,SETTLED,1120813.3199999998,1120813.3199999998,high,underpayment
TRD046912,2025-07-25,2025-07-29,JP MORGAN,SENSEX,BUY,INR,1449262.59,745918.83,PENDING,703343.7600000001,703343.7600000001,medium,underpayment
TRD046938,2025-01-10,2025-01-14,JP MORGAN,AAPL,BUY,USD,1722928.99,1890185.28,PENDING,-167256.29000000004,167256.29000000004,medium,over payment
TRD046940,2025-03-16,2025-03-17,CITI BANK,RELIANCE,BUY,USD,1263614.43,1747146.12,PENDING,-483531.6900000002,483531.6900000002,medium,over payment
TRD046942,2025-11-14,2025-11-16,UBS,AAPL,BUY,INR,1880044.82,1394594.92,MISMATCHED,485449.90000000014,485449.90000000014,medium,underpayment
TRD046947,2025-03-06,2025-03-07,GOLDMAN SACHS,AMZN,SELL,GBP,3782592.76,5552196.42,SETTLED,-1769603.6600000001,1769603.6600000001,high,over payment
TRD046950,2025-06-07,2025-06-11,DEUTSCHE BANK,RELIANCE,SELL,USD,995964.24,856552.57,SETTLED,139411.67000000004,139411.67000000004,medium,underpayment
TRD046954,2025-01-17,2025-01-18,DEUTSCHE BANK,AMZN,SELL,USD,3805287.14,5562971.88,SETTLED,-1757684.7399999998,1757684.7399999998,high,over payment
TRD046961,2025-07-06,2025-07-10,DEUTSCHE BANK,INFY,BUY,USD,772769.57,1138799.13,SETTLED,-366029.55999999994,366029.55999999994,medium,over payment
TRD046964,2025-03-28,2025-04-01,DEUTSCHE BANK,MSFT,SELL,JPY,2305246.28,2474980.53,SETTLED,-169734.25,169734.25,medium,over payment
TRD046976,2025-04-04,2025-04-05,JP MORGAN,MSFT,BUY,INR,1742698.38,2288796.65,MISMATCHED,-546098.27,546098.27,medium,over payment
TRD046979,2025-04-04,2025-04-08,CITI BANK,NIFTY50,SELL,GBP,2531527.73,2744081.03,PENDING,-212553.2999999998,212553.2999999998,medium,over payment
TRD046981,2025-09-15,2025-09-18,UBS,MSFT,SELL,INR,4661155.6,2364516.62,MISMATCHED,2296638.9799999995,2296638.9799999995,high,underpayment
TRD046990,2025-08-24,2025-08-26,CITI BANK,GOOGL,BUY,GBP,1168142.23,1040129.11,SETTLED,128013.12,128013.12,medium,underpayment
TRD047004,2025-10-06,2025-10-09,JP MORGAN,GOOGL,SELL,USD,203839.92,125647.77,SETTLED,78192.15000000001,78192.15000000001,low,underpayment
TRD047007,2025-05-17,2025-05-22,BARCLAYS,NIFTY50,BUY,GBP,3232494.15,1717671.67,PENDING,1514822.48,1514822.48,high,underpayment
TRD047018,2025-01-21,2025-01-25,BARCLAYS,RELIANCE,SELL,GBP,3791175.01,4165628.96,SETTLED,-374453.9500000002,374453.9500000002,medium,over payment
TRD047025,2025-03-02,2025-03-06,UBS,INFY,SELL,INR,2434671.39,2297835.74,SETTLED,136835.6499999999,136835.6499999999,medium,underpayment
TRD047031,2025-04-29,2025-04-30,HSBC,INFY,BUY,USD,747610.25,764853.22,SETTLED,-17242.969999999972,17242.969999999972,low,over payment
TRD047045,2025-12-22,2025-12-26,CITI BANK,TCS,BUY,INR,4520142.06,3145042.76,SETTLED,1375099.2999999998,1375099.2999999998,high,underpayment
TRD047047,2025-02-11,2025-02-16,UBS,RELIANCE,SELL,INR,1179482.59,1256349.99,SETTLED,-76867.3999999999,76867.3999999999,low,over payment
TRD047049,2025-11-11,2025-11-14,MORGAN STANLEY,MSFT,BUY,INR,4575520.89,3057453.69,SETTLED,1518067.1999999997,1518067.1999999997,high,underpayment
TRD047054,2025-07-14,2025-07-15,HSBC,TCS,SELL,GBP,4237204.3,6024111.65,SETTLED,-1786907.3500000006,1786907.3500000006,high,over payment
TRD047058,2025-07-16,2025-07-20,MORGAN STANLEY,AMZN,BUY,JPY,2801100.58,1531828.21,SETTLED,1269272.37,1269272.37,high,underpayment
TRD047061,2025-11-03,2025-11-07,CITI BANK,SENSEX,SELL,INR,2768308.58,3043563.74,SETTLED,-275255.16000000015,275255.16000000015,medium,over payment
TRD047072,2025-10-24,2025-10-26,JP MORGAN,AMZN,BUY,INR,3309734.51,1755358.7,SETTLED,1554375.8099999998,1554375.8099999998,high,underpayment
TRD047079,2025-05-21,2025-05-25,GOLDMAN SACHS,AMZN,SELL,EUR,4796940.15,2665792.62,SETTLED,2131147.5300000003,2131147.5300000003,high,underpayment
TRD047080,2025-02-11,2025-02-14,JP MORGAN,TSLA,BUY,INR,3926763.9,3703191.26,SETTLED,223572.64000000013,223572.64000000013,medium,underpayment
TRD047100,2025-07-07,2025-07-11,HSBC,INFY,BUY,INR,1306892.87,845897.84,SETTLED,460995.03000000014,460995.03000000014,medium,underpayment
TRD047109,2025-07-03,2025-07-04,DEUTSCHE BANK,NIFTY50,SELL,GBP,3046834.25,2692762.56,SETTLED,354071.68999999994,354071.68999999994,medium,underpayment
TRD047114,2025-11-11,2025-11-13,HSBC,INFY,BUY,USD,4011482.38,3841757.38,FAILED,169725.0,169725.0,medium,underpayment
TRD047121,2025-01-21,2025-01-22,CITI BANK,RELIANCE,BUY,USD,1663152.94,1577543.98,SETTLED,85608.95999999996,85608.95999999996,low,underpayment
TRD047122,2025-03-08,2025-03-10,UBS,RELIANCE,BUY,EUR,4112026.13,2361239.66,SETTLED,1750786.4699999997,1750786.4699999997,high,underpayment
TRD047124,2025-01-04,2025-01-07,GOLDMAN SACHS,AAPL,SELL,EUR,3123715.39,4518931.35,FAILED,-1395215.9599999995,1395215.9599999995,high,over payment
TRD047134,2025-11-03,2025-11-06,UBS,NIFTY50,SELL,INR,52196.86,62468.4,FAILED,-10271.54,10271.54,low,over payment
TRD047137,2025-08-20,2025-08-23,MORGAN STANLEY,INFY,SELL,USD,1941492.13,2850838.0,SETTLED,-909345.8700000001,909345.8700000001,medium,over payment
TRD047153,2025-05-18,2025-05-23,DEUTSCHE BANK,RELIANCE,BUY,EUR,2889072.29,4329797.59,PENDING,-1440725.2999999998,1440725.2999999998,high,over payment
TRD047164,2025-12-06,2025-12-09,HSBC,AMZN,SELL,USD,4817367.75,3765694.27,SETTLED,1051673.48,1051673.48,high,underpayment
TRD047165,2025-01-07,2025-01-11,UBS,AAPL,BUY,EUR,701448.24,848214.98,SETTLED,-146766.74,146766.74,medium,over payment
TRD047197,2025-12-07,2025-12-10,DEUTSCHE BANK,NIFTY50,SELL,JPY,3207843.91,1659783.44,SETTLED,1548060.4700000002,1548060.4700000002,high,underpayment
TRD047208,2025-06-15,2025-06-19,JP MORGAN,AAPL,SELL,JPY,3705424.48,4746020.54,PENDING,-1040596.06,1040596.06,high,over payment
TRD047212,2025-07-11,2025-07-16,BARCLAYS,TSLA,SELL,GBP,2958674.15,2432459.03,PENDING,526215.1200000001,526215.1200000001,medium,underpayment
TRD047227,2025-12-04,2025-12-08,GOLDMAN SACHS,GOOGL,BUY,EUR,952522.36,842781.95,SETTLED,109740.41000000003,109740.41000000003,medium,underpayment
TRD047231,2025-06-03,2025-06-07,MORGAN STANLEY,TCS,BUY,INR,1094193.46,1043336.62,SETTLED,50856.83999999997,50856.83999999997,low,underpayment
TRD047235,2025-09-08,2025-09-12,BARCLAYS,TSLA,BUY,GBP,3880257.1,5808892.04,SETTLED,-1928634.94,1928634.94,high,over payment
TRD047254,2025-10-23,2025-10-27,UBS,MSFT,SELL,JPY,3335565.04,3144340.0,PENDING,191225.04000000004,191225.04000000004,medium,underpayment
TRD047255,2025-01-24,2025-01-27,BARCLAYS,GOOGL,BUY,EUR,3643108.65,2646841.39,PENDING,996267.2599999998,996267.2599999998,medium,underpayment
TRD047276,2025-08-07,2025-08-10,DEUTSCHE BANK,MSFT,BUY,INR,4573152.63,3764705.47,SETTLED,808447.1599999997,808447.1599999997,medium,underpayment
TRD047278,2025-09-20,2025-09-25,UBS,SENSEX,SELL,EUR,3568484.49,2586730.75,SETTLED,981753.7400000002,981753.7400000002,medium,underpayment
TRD047281,2025-11-04,2025-11-06,JP MORGAN,SENSEX,BUY,GBP,2552754.64,1810092.74,SETTLED,742661.9000000001,742661.9000000001,medium,underpayment
TRD047294,2025-02-25,2025-02-26,BARCLAYS,AAPL,SELL,INR,2211274.97,1441003.6,SETTLED,770271.3700000001,770271.3700000001,medium,underpayment
TRD047314,2025-08-02,2025-08-05,MORGAN STANLEY,MSFT,BUY,JPY,131124.11,174115.15,SETTLED,-42991.04000000001,42991.04000000001,low,over payment
TRD047315,2025-10-08,2025-10-12,GOLDMAN SACHS,NIFTY50,BUY,EUR,2067830.12,2496548.33,SETTLED,-428718.20999999996,428718.20999999996,medium,over payment
TRD047330,2025-07-29,2025-07-31,CITI BANK,SENSEX,BUY,USD,2537869.52,2292057.21,MISMATCHED,245812.31000000006,245812.31000000006,medium,underpayment
TRD047336,2025-07-22,2025-07-24,CITI BANK,SENSEX,BUY,GBP,619174.95,612532.33,FAILED,6642.619999999995,6642.619999999995,low,underpayment
TRD047345,2025-02-26,2025-03-02,JP MORGAN,SENSEX,SELL,EUR,761444.58,837864.97,SETTLED,-76420.39000000001,76420.39000000001,low,over payment
TRD047348,2025-11-01,2025-11-02,MORGAN STANLEY,RELIANCE,SELL,EUR,639324.9,510839.68,FAILED,128485.22000000003,128485.22000000003,medium,underpayment
TRD047349,2025-09-19,2025-09-24,MORGAN STANLEY,AMZN,BUY,INR,4588326.48,6067422.38,SETTLED,-1479095.8999999994,1479095.8999999994,high,over payment
TRD047352,2025-01-13,2025-01-17,MORGAN STANLEY,TSLA,SELL,JPY,1151949.03,632508.95,SETTLED,519440.0800000001,519440.0800000001,medium,underpayment
TRD047372,2025-11-04,2025-11-09,CITI BANK,MSFT,BUY,EUR,1455312.83,1607095.1,SETTLED,-151782.27000000002,151782.27000000002,medium,over payment
TRD047376,2025-01-23,2025-01-24,HSBC,NIFTY50,BUY,USD,1116689.6,807379.29,SETTLED,309310.31000000006,309310.31000000006,medium,underpayment
TRD047382,2025-01-20,2025-01-25,JP MORGAN,AAPL,SELL,EUR,3330472.39,2691499.03,PENDING,638973.3600000003,638973.3600000003,medium,underpayment
TRD047385,2025-12-14,2025-12-17,JP MORGAN,MSFT,SELL,GBP,4061759.32,4321428.43,SETTLED,-259669.10999999987,259669.10999999987,medium,over payment
TRD047396,2025-08-27,2025-08-31,JP MORGAN,AMZN,BUY,INR,1900164.76,1201728.67,SETTLED,698436.0900000001,698436.0900000001,medium,underpayment
TRD047399,2025-11-18,2025-11-20,BARCLAYS,INFY,BUY,GBP,570511.36,396655.0,SETTLED,173856.36,173856.36,medium,underpayment
TRD047413,2025-04-23,2025-04-25,MORGAN STANLEY,AAPL,SELL,INR,4114769.03,5686417.8,SETTLED,-1571648.77,1571648.77,high,over payment
TRD047433,2025-03-21,2025-03-25,DEUTSCHE BANK,INFY,BUY,EUR,1052910.63,1229833.37,SETTLED,-176922.74000000022,176922.74000000022,medium,over payment
TRD047450,2025-10-03,2025-10-07,CITI BANK,SENSEX,SELL,GBP,2413793.3,2795650.12,SETTLED,-381856.8200000003,381856.8200000003,medium,over payment
TRD047460,2025-04-12,2025-04-15,GOLDMAN SACHS,TCS,BUY,EUR,4412358.44,3019858.98,SETTLED,1392499.4600000004,1392499.4600000004,high,underpayment
TRD047473,2025-06-10,2025-06-15,UBS,TCS,BUY,GBP,1976566.8,1483926.34,SETTLED,492640.45999999996,492640.45999999996,medium,underpayment
TRD047474,2025-04-25,2025-04-27,HSBC,MSFT,SELL,GBP,538732.29,462402.26,SETTLED,76330.03000000003,76330.03000000003,low,underpayment
TRD047476,2025-06-14,2025-06-17,DEUTSCHE BANK,INFY,SELL,GBP,873853.15,819486.54,SETTLED,54366.609999999986,54366.609999999986,low,underpayment
TRD047480,2025-03-04,2025-03-08,JP MORGAN,AAPL,SELL,INR,475104.08,708066.14,SETTLED,-232962.06,232962.06,medium,over payment
TRD047481,2025-07-24,2025-07-25,UBS,INFY,BUY,JPY,1148312.2,617250.06,PENDING,531062.1399999999,531062.1399999999,medium,underpayment
TRD047484,2025-02-01,2025-02-04,CITI BANK,AMZN,BUY,INR,2664721.22,3159254.59,PENDING,-494533.36999999965,494533.36999999965,medium,over payment
TRD047485,2025-04-14,2025-04-15,JP MORGAN,RELIANCE,BUY,EUR,623402.46,841567.25,SETTLED,-218164.79000000004,218164.79000000004,medium,over payment
TRD047488,2025-11-10,2025-11-12,DEUTSCHE BANK,SENSEX,BUY,JPY,176659.16,105923.62,SETTLED,70735.54000000001,70735.54000000001,low,underpayment
TRD047491,2025-07-26,2025-07-28,UBS,MSFT,SELL,GBP,101932.6,112891.56,SETTLED,-10958.959999999992,10958.959999999992,low,over payment
TRD047500,2025-08-11,2025-08-15,DEUTSCHE BANK,SENSEX,BUY,EUR,126931.38,82020.73,SETTLED,44910.65000000001,44910.65000000001,low,underpayment
TRD047502,2025-07-16,2025-07-21,BARCLAYS,SENSEX,BUY,EUR,2952299.94,1725281.81,FAILED,1227018.13,1227018.13,high,underpayment
TRD047504,2025-08-28,2025-08-29,DEUTSCHE BANK,GOOGL,SELL,USD,3103646.3,4578584.47,SETTLED,-1474938.17,1474938.17,high,over payment
TRD047505,2025-04-24,2025-04-26,HSBC,TSLA,SELL,USD,2707842.78,4038997.33,SETTLED,-1331154.5500000003,1331154.5500000003,high,over payment
TRD047523,2025-09-02,2025-09-06,DEUTSCHE BANK,AAPL,SELL,JPY,4771157.97,2639518.31,PENDING,2131639.6599999997,2131639.6599999997,high,underpayment
TRD047524,2025-12-06,2025-12-08,BARCLAYS,TSLA,SELL,EUR,1719696.02,2228992.65,SETTLED,-509296.6299999999,509296.6299999999,medium,over payment
TRD047528,2025-05-13,2025-05-15,JP MORGAN,INFY,SELL,INR,2472861.7,3259844.2,SETTLED,-786982.5,786982.5,medium,over payment
TRD047531,2025-03-29,2025-03-31,HSBC,AAPL,BUY,GBP,4621272.26,5545872.29,SETTLED,-924600.0300000003,924600.0300000003,medium,over payment
TRD047532,2025-08-24,2025-08-29,UBS,RELIANCE,BUY,EUR,4517577.55,5470524.33,SETTLED,-952946.7800000003,952946.7800000003,medium,over payment
TRD047542,2025-01-18,2025-01-22,JP MORGAN,RELIANCE,SELL,GBP,2177440.76,2659346.58,SETTLED,-481905.8200000003,481905.8200000003,medium,over payment
TRD047546,2025-07-10,2025-07-13,UBS,MSFT,BUY,EUR,4516766.99,3172332.02,SETTLED,1344434.9700000002,1344434.9700000002,high,underpayment
TRD047547,2025-11-15,2025-11-16,GOLDMAN SACHS,GOOGL,BUY,INR,1647546.0,1496329.5,SETTLED,151216.5,151216.5,medium,underpayment
TRD047549,2025-05-03,2025-05-08,HSBC,AMZN,BUY,INR,231976.78,342351.75,SETTLED,-110374.97,110374.97,medium,over payment
TRD047564,2025-09-13,2025-09-17,BARCLAYS,SENSEX,SELL,GBP,3890073.08,2417293.98,PENDING,1472779.1,1472779.1,high,underpayment
TRD047568,2025-10-17,2025-10-19,DEUTSCHE BANK,GOOGL,SELL,GBP,1620639.2,2364188.96,SETTLED,-743549.76,743549.76,medium,over payment
TRD047577,2025-06-23,2025-06-26,CITI BANK,TCS,SELL,GBP,1025854.28,810345.83,SETTLED,215508.45000000007,215508.45000000007,medium,underpayment
TRD047589,2025-02-18,2025-02-21,UBS,TCS,BUY,INR,41071.44,58926.8,MISMATCHED,-17855.36,17855.36,low,over payment
TRD047594,2025-11-16,2025-11-17,JP MORGAN,AMZN,SELL,JPY,2868719.77,2590549.14,SETTLED,278170.6299999999,278170.6299999999,medium,underpayment
TRD047596,2025-09-29,2025-10-02,HSBC,GOOGL,BUY,EUR,3990814.49,2959315.41,SETTLED,1031499.0800000001,1031499.0800000001,high,underpayment
TRD047602,2025-02-17,2025-02-21,BARCLAYS,TCS,BUY,JPY,4562687.34,4710291.84,MISMATCHED,-147604.5,147604.5,medium,over payment
TRD047607,2025-01-22,2025-01-25,MORGAN STANLEY,AMZN,SELL,GBP,1492090.67,1103101.91,SETTLED,388988.76,388988.76,medium,underpayment
TRD047612,2025-01-13,2025-01-16,JP MORGAN,MSFT,BUY,INR,4798908.98,5103646.96,SETTLED,-304737.9799999995,304737.9799999995,medium,over payment
TRD047615,2025-01-13,2025-01-18,BARCLAYS,AAPL,SELL,USD,1689800.32,2379501.16,SETTLED,-689700.8400000001,689700.8400000001,medium,over payment
TRD047631,2025-08-21,2025-08-22,MORGAN STANLEY,NIFTY50,BUY,GBP,4971726.58,6270563.03,SETTLED,-1298836.4500000002,1298836.4500000002,high,over payment
TRD047642,2025-12-16,2025-12-21,CITI BANK,RELIANCE,SELL,JPY,950692.33,1380846.88,SETTLED,-430154.54999999993,430154.54999999993,medium,over payment
TRD047654,2025-03-06,2025-03-11,UBS,SENSEX,BUY,USD,1503752.3,1646434.49,SETTLED,-142682.18999999994,142682.18999999994,medium,over payment
TRD047659,2025-04-23,2025-04-26,DEUTSCHE BANK,NIFTY50,SELL,USD,1746590.06,1675490.37,SETTLED,71099.68999999994,71099.68999999994,low,underpayment
TRD047664,2025-02-10,2025-02-14,GOLDMAN SACHS,NIFTY50,SELL,USD,3751306.65,4036053.19,FAILED,-284746.54000000004,284746.54000000004,medium,over payment
